"ID";"RestaurantID";"FileName";"PictureIntro"
232;124;"7b4250db-3ee2-4928-ad28-b6c19563efee.jpg";"泛亚餐厅"
233;125;"b3eaea07-6476-40a3-8082-b34c4bf4e9b5.jpg";"一品阁"
234;126;"16bdfb85-c0cb-4405-aacf-e7189333aad7.jpg";"大堂酒廊"
235;127;"148f1f26-d4c3-488b-bede-fb4d09ae0a78.jpg";"壹咖啡"
236;128;"047fe9c5-d8d1-43ee-9191-f1751fc48fca.jpg";""
237;129;"8945662c-9996-4f21-9421-4bec4f083d32.jpg";""
238;130;"c9a774de-8aad-46f4-a9cf-3c7081d2f700.jpg";""
239;131;"616a990d-6eb2-495f-ad00-064a82f2cdf1.jpg";""
240;132;"57239ae4-bb85-4e28-ae05-cdbc4c03fa00.jpg";"金沙滩全日餐厅"
241;133;"09c12583-2cee-4c17-becc-5b936a25cfa2.jpg";"胶澳中餐厅包房"
242;133;"21aae2b8-2fb0-49ca-882a-0d624c76a82e.jpg";"胶澳中餐厅"
243;134;"6ad7c89e-aba4-48b7-8543-4e5b369a9c1d.jpg";"大堂吧"
244;135;"a28a54cf-d2db-45db-95de-2334607214f2.jpg";""
245;136;"cd87db73-f9ae-4049-a51a-794979d8fcc4.jpg";"“開”全日制餐厅"
246;137;"8a021d3c-c09d-4a2f-b6c8-7be3a5c5ecbf.jpg";"“御玺”中餐厅"
247;138;"45a47a75-a3db-406e-818c-24b8bf2e0982.jpg";" “SAKAYA”日餐厅"
248;139;"2531208f-999c-4b4f-96fe-7c8ddb43904a.jpg";"CHA吧"
249;140;"9444fb63-2ddc-444a-b120-8a1f1c747225.jpg";""
250;141;"28434f11-8f2a-43fa-b69f-c24a0a7b6a82.jpg";"秋境大堂吧"
251;142;"c0b14ab1-b0e8-4acb-a05a-c970175010a5.jpg";"汇全日西餐厅"
252;143;"bed65894-cb80-42a7-bd02-ab412b8539ff.jpg";"粤扬中餐厅"
253;144;"8e741832-eac1-46c7-8cc4-1c74814cabcb.jpg";""
254;145;"519b878c-c652-46e1-acb3-40cbd538e4a5.jpg";""
255;146;"570a6bda-783f-4c42-a9c4-2619252ab0bf.jpg";""
256;147;"a25a9ee1-8b5c-4c1a-8ea8-68de30e1e977.jpg";"悦河咖啡厅"
257;148;"3e09c486-3721-4220-af88-fc4321ff7d9d.jpg";""
258;149;"70c247bb-ef9a-4e41-b484-b955248422a3.jpg";""
259;150;"d60eff0a-d43a-43bb-8c97-60a1c302ecc3.jpg";"菩提中餐厅"
260;150;"008bd754-b9ea-4487-97dd-acd429195ee4.jpg";"中餐厅前厅"
261;151;"f9f8e465-516d-47bb-9cda-930e1f0a8884.jpg";"味餐厅"
262;151;"d466376e-d1d6-4427-8b64-c68caf67a426.jpg";"味餐厅"
263;152;"a8762ba5-c2f0-4f15-867e-e6ec1930d72e.jpg";"红吧"
264;153;"4f48f438-4e76-4b7b-a851-ec354f0debe0.jpg";"林廊"
265;154;"2819385a-d638-4337-9268-941f084759a5.jpg";""
266;154;"c85ec357-d628-4863-a0ef-377f0ae01591.jpg";""
267;154;"cd81390c-8ece-4158-b66c-b05966fa689a.jpg";""
268;154;"a11ab915-251b-46c1-9c36-0032f300303b.jpg";""
269;155;"6348fa21-747d-42c5-9524-14ab01a013d8.jpg";""
270;156;"66baf1dc-187f-47f7-94fd-64f8c14bd968.jpg";""
271;157;"7ff13c6e-59b6-487b-a6d9-cf76bf047105.jpg";"中国坊中餐厅"
272;158;"32569298-5bc8-40b6-b60e-61b511d33367.jpg";"诗凯澜大堂吧"
273;159;"e4229fdc-1939-4ac6-b5dc-d25cff07e32f.jpg";"视界美食餐厅"
274;160;"c8ebccdf-7db5-4ce6-8764-f3a7b46f2e28.jpg";"秀扒房特色餐厅"
275;161;"19680a3f-1073-44f0-b028-c0987ffaf35b.jpg";"CAFE DELI 甜品站"
276;162;"28820fed-445f-487b-b3c6-2cc5e504154a.jpg";"顶点吧"
277;163;"0bc6c96f-f93e-4d69-a9f3-1643e1116f48.jpg";"360°"
278;164;"92313a7d-535d-4d9f-8dfc-56b7b00e1415.jpg";"碧空"
279;165;"239a600e-1764-409a-b35b-42c5a608f4e7.jpg";"T酒廊"
280;166;"36da3fc1-5c8f-4609-9462-4fd34a6e8e34.jpg";"意桥"
281;167;"0c39e086-22fe-4456-b168-a9c1af36d394.jpg";"開餐厅02"
282;167;"a91ecd53-18de-4c66-b911-861d01ffbcac.jpg";"開餐厅01"
283;168;"d826881a-93a2-4d06-bc00-b00f9c68b715.jpg";"御壐中餐厅03"
284;168;"a241c156-0e36-4e16-88db-7497ff145749.jpg";"御壐中餐厅01"
285;168;"1c3e7d81-fdc2-48e9-8422-ee15ba2fce56.jpg";"御壐中餐厅02"
286;168;"ce6adfdb-fd9b-4cfe-b75c-377e808400ea.jpg";"御壐中餐厅04"
287;168;"8f98ef87-d0c0-42ab-966e-b1e5b49ab876.jpg";"御壐中餐厅05"
288;169;"4ead9740-0f9d-4db0-9237-8082ee8b9aae.jpg";"禾汇轩"
289;170;"9018bfa4-6344-4506-8019-78c906e8c1f4.jpg";"锦廊大堂吧01"
290;170;"27ffdb23-555f-4063-8fe5-b23d8f9bce5a.jpg";"锦廊大堂吧02"
291;171;"75c500cb-3c75-4fb6-83cb-bcf8eb903fa5.jpg";"八元素"
292;172;"24086bcb-457d-4a26-8e20-116c3c6da4fc.jpg";"豫园中餐厅"
293;173;"b93e893a-a9d9-476d-aae7-4692336fe7db.jpg";"阿米奇特色餐厅"
294;174;"3af2bbfe-940f-4ae0-a639-31893ff2f742.jpg";"大堂吧"
295;175;"ae5ccfa1-6c80-4f5e-be34-1ca1fd302cbb.jpg";"阿米奇吧"
296;176;"bcbaaad1-8d69-41cf-96ab-0bafd7319fe7.jpg";"OPEN"
297;176;"0251cec1-2839-4949-a35b-a64a4c3c9455.jpg";""
298;177;"de40aa6e-120d-47d4-93c4-227e8bb2e94d.jpg";"随轩"
299;177;"25a9c930-5d62-4819-8dde-8d75940e8dd3.jpg";""
300;178;"ca13d379-6d58-4dd1-b7f0-c37d899e7970.jpg";"烧烤餐厅"
301;178;"fc2de118-bea4-4040-bc2b-b4fb0f017f63.jpg";""
302;179;"eb9a7d54-db46-4b36-ba99-710f1d1b9239.jpg";""
303;179;"486847a3-9cbf-49ca-a0ad-df9f8ba9a173.jpg";"观廊"
